District,LSOA,All People,Aged under 1 year,Aged 1 year,Aged 2 years,Aged 3 years,Aged 4 years,Aged 5 years,Aged 6 years,Aged 7 years,Aged 8 years,Aged 9 years,Aged 10 years,Aged 11 years,Aged 12 years,Aged 13 years,Aged 14 years,Aged 15 years,Aged 16 years,Aged 17 years,Aged 18 years,Aged 19 years,Aged 20 years,Aged 21 years,Aged 22 years,Aged 23 years,Aged 24 years,Aged 25 years,Aged 26 years,Aged 27 years,Aged 28 years,Aged 29 years,Aged 30 years,Aged 31 years,Aged 32 years,Aged 33 years,Aged 34 years,Aged 35 years,Aged 36 years,Aged 37 years,Aged 38 years,Aged 39 years,Aged 40 years,Aged 41 years,Aged 42 years,Aged 43 years,Aged 44 years,Aged 45 years,Aged 46 years,Aged 47 years,Aged 48 years,Aged 49 years,Aged 50 years,Aged 51 years,Aged 52 years,Aged 53 years,Aged 54 years,Aged 55 years,Aged 56 years,Aged 57 years,Aged 58 years,Aged 59 years,Aged 60 years,Aged 61 years,Aged 62 years,Aged 63 years,Aged 64 years,Aged 65 years,Aged 66 years,Aged 67 years,Aged 68 years,Aged 69 years,Aged 70 years,Aged 71 years,Aged 72 years,Aged 73 years,Aged 74 years,Aged 75 to 79 years,Aged 80 to 84 years,Aged 85 to 89 years,Aged 90 to 94 years,Aged 95 to 99 years,Aged 100 years and over,,
Dore and Totley,E01007925,1468,12,11,18,16,18,13,15,12,16,16,14,18,17,12,10,10,9,7,9,8,9,8,5,17,5,11,6,11,13,19,21,8,15,19,21,22,15,20,16,22,19,18,29,20,20,15,20,17,18,22,25,24,17,17,28,14,24,23,19,24,15,17,16,14,18,19,14,16,24,22,26,23,26,19,18,83,72,46,17,6,0,,
Dore and Totley,E01007926,1587,12,16,17,15,17,15,15,13,19,13,16,12,19,22,18,20,21,16,15,9,6,8,8,8,6,8,4,5,7,3,0,12,6,9,18,17,22,21,18,16,18,19,21,33,29,18,24,19,28,30,17,26,25,24,28,26,31,25,17,20,22,20,19,15,31,23,22,31,17,15,16,20,23,19,21,97,84,55,27,7,3,,
Dore and Totley,E01007933,1653,13,14,22,19,17,20,23,30,27,26,31,21,28,36,32,28,33,18,18,8,5,6,6,8,6,5,6,5,6,9,10,8,10,10,18,17,24,24,31,23,28,23,24,30,26,41,19,24,28,26,34,25,27,35,37,35,24,17,30,18,16,18,26,16,17,21,16,17,17,18,11,15,24,9,9,57,31,38,21,4,0,,
East Ecclesfield,E01007887,1477,9,21,17,18,18,15,14,17,17,27,18,17,19,15,18,32,24,17,20,18,10,22,18,20,8,26,16,25,19,26,26,39,21,27,25,21,19,27,23,24,22,27,31,19,16,19,25,24,21,16,21,23,27,21,20,19,21,19,13,9,6,17,3,6,13,8,11,9,12,9,6,7,10,9,14,53,28,26,4,0,0,,
East Ecclesfield,E01007889,1682,25,22,26,21,20,15,19,18,18,23,23,20,25,16,17,19,17,23,10,17,12,15,18,8,28,23,23,27,28,26,29,35,39,39,18,25,31,26,36,36,23,34,24,17,23,17,22,17,26,22,20,18,28,30,33,25,26,23,17,16,10,10,10,14,10,22,15,10,16,12,17,18,11,10,11,40,34,23,12,0,0,,
East Ecclesfield,E01007890,1495,17,18,21,9,11,19,14,13,22,20,17,10,19,17,19,12,26,20,19,18,12,12,13,18,14,15,17,23,21,29,24,16,18,28,21,20,25,18,27,18,20,16,26,22,24,27,14,26,35,19,31,27,17,26,34,30,28,21,32,11,19,19,10,12,15,8,10,13,8,9,10,6,7,10,10,47,35,24,7,0,0,,
East Ecclesfield,E01007891,1549,10,9,7,15,13,10,15,17,17,14,20,24,12,15,25,16,15,14,18,10,14,14,15,14,14,7,8,10,18,14,20,12,15,25,19,14,21,21,29,15,29,35,24,37,21,15,17,16,19,21,28,34,36,31,35,22,33,28,35,21,24,23,23,30,29,15,17,17,19,16,15,22,17,9,8,51,39,13,4,3,3,,
East Ecclesfield,E01007894,1499,10,16,14,15,19,17,15,14,16,14,13,13,10,9,12,21,13,25,20,25,8,11,20,12,16,21,28,13,27,24,20,37,46,26,21,26,15,16,19,25,24,21,29,12,22,18,24,24,17,17,27,22,20,13,24,16,18,18,11,13,19,12,11,22,15,12,9,3,11,13,15,14,14,10,12,46,69,31,19,10,0,,
East Ecclesfield,E01007895,1505,10,9,5,14,16,17,18,20,16,14,17,17,9,20,18,20,16,20,10,15,17,9,17,10,12,10,19,21,17,18,20,14,16,23,23,29,28,14,17,22,17,22,17,17,19,19,13,19,17,19,20,19,20,25,32,29,15,21,22,17,13,16,17,19,17,18,18,15,18,15,16,17,16,20,20,95,56,30,10,3,0,,
East Ecclesfield,E01007896,1440,14,18,11,18,17,15,14,18,15,15,17,18,12,22,12,17,23,26,23,20,17,18,20,20,23,15,14,13,12,13,19,16,13,21,18,18,29,16,17,26,27,25,24,23,23,26,31,32,38,33,31,30,27,30,36,22,31,18,14,13,4,21,16,13,12,11,14,17,10,8,8,8,10,6,9,21,11,4,0,0,0,,
East Ecclesfield,E01007897,1438,9,9,10,16,17,13,17,8,11,10,18,15,10,11,20,20,14,14,18,8,13,8,13,8,9,13,15,17,13,23,9,20,22,25,19,18,18,15,20,17,21,18,26,23,23,18,24,16,18,16,26,29,38,37,42,25,35,37,20,25,20,24,23,20,21,17,16,14,17,16,23,14,11,5,16,44,22,12,3,0,0,,
East Ecclesfield,E01008053,1287,10,7,12,14,12,18,22,23,16,16,13,18,16,12,12,12,11,15,21,12,11,11,15,8,7,15,4,14,8,20,20,18,20,24,17,25,17,20,23,17,22,12,18,20,13,16,8,11,10,17,15,13,21,8,17,14,25,17,23,21,13,19,22,23,10,14,10,16,11,18,14,12,13,14,5,67,48,31,0,0,0,,
East Ecclesfield,E01008056,1519,11,18,25,17,18,18,23,21,22,26,28,19,26,22,23,29,25,21,19,9,13,18,16,13,12,18,10,15,26,15,29,22,24,31,23,22,23,35,30,21,18,14,18,16,16,19,15,20,9,17,17,22,26,25,31,16,18,16,15,13,13,10,15,11,8,18,11,14,17,16,6,10,14,7,13,75,42,19,0,3,0,,
East Ecclesfield,E01008058,1493,11,18,8,14,15,20,16,19,16,26,19,14,10,19,20,22,21,25,19,13,19,7,15,13,16,9,6,17,22,22,19,19,25,20,24,23,20,29,21,31,21,27,22,23,27,23,18,18,14,16,15,16,20,17,29,26,9,27,24,25,24,14,27,23,24,15,17,15,13,12,17,14,7,13,6,55,41,12,5,0,0,,
East Ecclesfield,E01008135,1470,9,15,17,18,18,18,11,15,15,21,15,16,12,15,12,10,12,17,8,14,19,18,10,15,7,15,17,15,33,34,26,27,27,28,34,24,23,24,16,25,23,30,19,18,22,21,26,18,20,19,19,21,25,28,24,17,23,19,17,13,18,14,24,19,13,16,10,12,7,13,5,7,7,3,8,46,42,38,15,6,0,,
East Ecclesfield,E01008137,1459,9,9,10,15,13,15,21,10,7,13,9,14,12,18,14,18,11,12,12,8,13,13,12,9,7,12,16,11,16,14,17,14,16,21,12,23,15,12,24,22,19,18,16,15,25,22,15,22,17,20,28,22,23,34,27,17,43,44,29,19,22,22,31,29,26,32,27,21,19,29,11,21,8,14,14,43,35,19,9,3,0,,
East Ecclesfield,E01008138,1218,9,11,15,11,16,5,12,15,5,9,9,8,5,15,12,15,5,17,4,13,10,8,3,7,4,12,5,14,9,13,14,25,12,14,16,29,21,20,20,13,15,12,18,10,10,15,17,13,11,15,11,9,21,16,23,14,13,12,18,12,13,18,12,19,20,13,26,14,13,10,17,14,13,16,18,81,87,32,17,0,0,,
East Ecclesfield,E01008139,1475,10,13,12,11,9,16,12,16,16,27,12,22,17,16,13,19,15,13,7,17,13,10,15,11,15,17,21,17,19,22,22,32,19,23,32,19,26,18,17,20,19,20,16,19,16,14,17,13,17,15,23,16,20,27,32,24,24,26,26,15,22,23,30,31,26,20,11,23,10,11,12,8,8,10,11,58,49,24,5,3,0,,
Ecclesall,E01007927,1581,13,16,19,12,17,17,16,16,16,17,23,16,22,21,18,16,20,22,20,7,12,17,11,11,11,10,12,5,7,5,13,11,11,11,11,11,14,23,18,30,21,25,24,23,23,27,23,27,28,28,44,26,28,29,42,20,37,30,22,18,20,24,27,21,25,21,14,15,21,22,13,15,15,18,22,64,45,28,8,0,0,,
Ecclesall,E01007928,1698,10,12,17,25,11,24,22,27,18,33,26,20,35,26,42,26,31,23,26,12,8,10,16,20,17,14,7,10,6,7,9,7,10,9,15,19,24,20,26,18,22,30,33,38,23,30,22,39,31,35,34,35,47,33,28,30,28,27,26,22,17,24,16,13,17,9,12,15,16,14,15,13,12,15,18,63,31,17,7,3,0,,
Ecclesall,E01007929,1647,10,17,23,18,28,16,22,21,27,27,23,26,25,36,23,26,22,28,25,13,15,10,19,20,8,18,18,11,16,16,19,19,21,35,24,23,20,15,31,13,20,32,25,24,28,38,26,26,36,30,27,26,28,30,29,21,24,19,14,20,16,25,22,12,7,10,15,10,7,11,17,5,12,7,10,47,28,23,13,0,0,,
Ecclesall,E01007930,1446,13,14,17,20,14,16,29,20,32,23,19,29,24,25,23,30,17,18,27,9,7,11,11,9,6,6,6,6,3,11,5,6,5,8,16,16,30,23,34,23,19,31,24,25,26,28,23,22,23,32,30,24,30,25,34,11,22,15,13,13,10,19,17,13,16,19,14,13,15,22,11,12,13,11,14,40,33,12,8,0,3,,
Ecclesall,E01007931,1613,12,19,19,17,22,17,21,23,23,21,27,34,29,20,28,30,31,36,22,19,14,12,15,8,4,11,7,7,9,13,12,18,20,13,18,22,17,24,21,23,24,23,33,30,39,31,33,35,18,27,34,44,31,24,24,23,25,22,18,25,9,15,20,20,9,10,10,13,9,14,14,16,6,11,10,41,34,16,10,5,0,,
Ecclesall,E01007932,1395,17,13,15,20,13,19,23,33,15,27,22,18,18,13,28,16,18,18,12,14,8,4,9,6,4,7,5,6,15,10,15,17,16,15,28,28,23,28,19,23,10,23,23,29,16,14,20,22,26,21,18,18,24,25,29,18,24,12,15,14,16,11,17,15,15,6,13,10,12,9,13,12,10,9,18,59,56,23,12,0,0,,
Ecclesall,E01007934,1407,19,12,16,11,16,17,15,17,13,14,24,27,16,22,22,17,19,19,8,7,10,7,10,11,7,16,13,12,20,16,20,31,20,23,17,16,29,26,29,24,25,33,24,31,23,16,28,16,19,28,21,17,20,30,24,13,24,15,20,14,14,15,14,12,12,8,9,12,9,10,11,9,7,9,8,47,31,24,14,3,0,,
Ecclesall,E01007935,1502,23,14,22,17,11,16,10,12,18,16,9,13,18,13,14,9,9,18,12,24,58,98,76,46,45,34,30,43,31,18,37,30,36,25,31,29,25,29,19,24,26,29,22,17,27,14,17,19,12,14,14,8,13,15,12,9,12,4,5,11,8,9,9,3,13,5,5,6,9,4,0,0,4,3,5,24,20,10,3,0,0,,
Ecclesall,E01007936,1635,16,22,14,20,21,18,9,16,17,19,12,11,18,13,13,13,11,11,8,32,60,69,88,53,45,44,46,39,35,46,31,36,46,34,29,31,32,29,32,26,26,19,16,22,17,19,17,12,10,10,12,17,14,10,17,14,8,8,17,14,8,12,4,6,10,8,10,6,5,6,9,4,3,4,7,24,19,15,8,3,0,,
Ecclesall,E01007937,1499,14,10,18,22,17,11,28,19,28,27,24,20,30,23,17,18,21,22,15,14,17,12,17,15,15,12,16,15,12,22,12,18,21,29,29,42,29,19,20,24,33,15,25,39,27,27,19,24,28,15,35,25,19,19,19,11,22,12,6,7,9,11,14,12,13,14,16,11,8,9,10,7,12,12,6,53,38,17,6,0,0,,
Ecclesall,E01007938,1506,17,15,20,24,22,24,23,14,29,28,21,19,21,22,34,15,17,19,9,7,10,4,13,11,6,9,13,11,15,17,20,12,17,26,28,20,39,25,18,28,24,27,25,28,31,25,32,31,15,20,15,20,28,24,18,21,19,20,19,17,8,11,16,22,18,24,15,11,15,13,4,14,9,10,5,44,37,22,4,0,3,,
Ecclesall,E01007939,1568,11,8,13,17,19,16,14,25,12,24,22,22,38,26,25,23,22,26,18,11,12,10,8,14,6,8,9,3,7,7,8,8,11,4,20,20,28,17,19,25,35,23,24,28,25,30,21,31,23,24,33,29,21,34,32,23,21,17,23,17,14,28,19,13,18,15,20,16,15,20,18,22,16,10,17,58,52,34,10,3,0,,
Ecclesall,E01008050,1537,18,14,10,11,8,10,5,16,7,11,8,8,3,16,14,3,7,11,14,45,113,122,133,83,57,47,51,39,29,45,33,34,31,28,29,20,12,29,20,11,16,12,17,14,8,14,12,11,12,10,15,9,7,11,11,6,7,3,5,5,3,10,7,6,6,8,4,4,4,9,3,5,0,3,5,20,15,12,3,0,0,,
Firth Park,E01007848,1537,16,22,12,19,24,16,26,25,24,24,23,30,26,27,16,21,16,15,17,16,16,13,15,10,10,8,13,20,16,21,20,19,22,23,20,34,17,24,20,22,21,20,21,24,26,28,17,14,22,21,22,18,12,20,23,23,24,13,20,16,17,12,12,15,12,13,17,7,12,14,7,15,8,16,15,60,53,35,9,5,0,,
Firth Park,E01007849,1518,14,30,25,19,22,29,22,29,22,18,33,35,27,22,27,23,30,17,21,11,16,14,7,14,18,13,18,19,25,27,30,20,27,25,25,24,27,32,28,43,24,16,18,20,16,16,14,15,10,6,11,20,12,12,14,12,22,16,18,14,9,13,12,19,14,9,13,14,9,10,14,12,17,13,8,51,27,17,3,0,0,,
Firth Park,E01007945,1671,17,12,21,32,34,25,20,23,18,36,19,29,18,22,28,17,20,23,21,22,27,23,19,19,18,17,20,20,32,25,32,15,20,24,23,23,29,22,16,25,21,27,28,23,26,24,16,21,19,20,22,21,25,20,22,17,17,20,11,22,14,15,17,21,13,14,10,14,13,16,15,13,15,13,14,58,40,22,3,3,0,,
Firth Park,E01007946,1472,19,25,27,25,29,37,33,21,30,27,30,22,25,24,17,24,21,19,19,16,17,19,22,19,21,18,16,19,14,24,25,26,30,19,19,27,21,22,20,34,25,21,30,19,19,16,14,15,19,10,9,7,28,16,13,14,18,12,21,10,10,15,11,16,8,12,14,4,4,11,4,7,0,8,9,37,29,9,3,3,0,,
Firth Park,E01007947,1462,14,13,19,14,20,18,14,16,18,8,13,16,10,13,10,10,6,8,9,7,6,8,4,20,9,9,13,6,12,11,14,13,17,14,12,20,17,10,12,16,12,13,14,10,14,14,21,15,12,12,24,12,16,23,17,19,12,12,16,18,17,13,22,14,27,25,19,25,32,28,28,31,23,25,27,116,90,57,25,13,0,,
Firth Park,E01007948,1511,24,19,21,27,28,32,26,29,29,23,32,29,29,31,28,19,19,25,18,10,17,11,18,15,19,17,14,21,20,20,17,20,13,21,33,28,26,21,25,17,19,23,16,23,12,15,18,19,12,13,15,15,12,15,19,4,11,9,13,15,12,16,13,15,15,21,15,11,20,13,11,16,15,11,13,39,45,10,8,3,0,,
Firth Park,E01007950,1521,23,19,24,28,28,25,26,20,25,22,28,17,21,17,22,21,18,18,23,19,10,22,21,24,18,22,23,18,23,26,22,28,33,22,15,22,14,17,20,22,24,15,15,20,24,9,26,18,16,12,9,15,12,20,15,18,13,22,17,20,21,20,20,19,16,19,17,28,14,16,11,8,9,7,10,31,25,18,3,3,0,,
Firth Park,E01008061,1405,21,26,18,17,23,21,24,15,18,18,19,24,11,18,23,23,13,23,8,16,21,9,16,4,9,16,15,15,27,18,26,30,21,20,22,27,23,26,19,19,21,15,19,21,10,13,16,14,5,13,17,11,16,16,11,10,14,18,15,21,17,19,14,13,15,13,16,16,20,13,17,11,12,12,16,54,39,23,7,0,0,,
Firth Park,E01008062,1474,15,16,19,23,24,25,26,18,22,24,29,40,33,31,28,22,31,22,12,23,19,8,15,9,5,8,17,6,15,15,15,24,30,21,19,27,16,20,27,26,15,17,13,15,23,13,12,9,18,17,17,13,19,17,19,10,14,11,12,19,11,16,14,12,17,14,16,20,13,11,9,11,13,12,17,61,47,27,5,0,0,,
Firth Park,E01008063,1524,11,12,19,12,7,14,19,17,15,22,16,18,14,10,16,20,14,20,12,13,14,11,7,7,7,8,7,18,5,20,14,26,15,28,23,27,24,28,25,34,17,21,23,23,15,29,17,24,13,26,22,21,23,18,19,35,25,24,26,13,25,17,20,17,21,14,21,20,14,11,21,21,11,17,12,79,49,29,19,3,0,,
Firth Park,E01008120,1407,20,22,24,23,24,29,19,18,17,28,21,25,17,20,21,18,20,22,25,26,22,29,17,21,26,29,18,19,22,10,23,19,26,30,25,30,15,26,22,17,24,11,20,20,20,13,15,13,17,15,23,12,13,16,17,9,10,7,10,5,7,11,15,10,14,10,17,9,8,8,12,7,8,9,6,46,22,9,4,0,0,,
Firth Park,E01008121,1457,21,29,24,24,33,25,25,28,16,23,24,20,25,17,19,19,15,18,16,28,28,27,25,21,18,26,18,17,17,23,35,20,28,21,18,23,14,23,25,23,7,13,23,11,19,16,13,11,10,12,6,18,15,14,20,11,15,10,18,15,15,24,17,18,18,14,11,11,17,15,7,13,10,8,6,37,25,9,3,3,0,,
Firth Park,E01008122,1378,35,26,19,22,26,24,20,21,22,22,23,16,15,17,18,18,17,20,14,23,38,23,32,21,25,25,24,16,21,25,19,22,22,18,11,19,16,16,12,18,16,23,13,13,18,15,25,16,20,13,14,10,15,17,8,9,12,18,10,19,13,13,12,13,16,14,10,10,15,12,3,8,7,9,3,33,22,12,8,0,0,,
Firth Park,E01008123,1471,19,18,19,26,27,24,28,22,26,28,32,24,24,25,28,24,17,21,12,24,22,18,18,14,11,18,14,20,24,29,28,17,24,23,22,29,19,16,13,21,23,25,25,19,21,12,17,12,11,19,14,16,14,16,17,12,13,13,13,9,10,14,11,10,12,18,8,15,11,7,11,11,17,6,18,45,30,22,6,0,0,,
Fulwood,E01007858,1432,8,10,8,13,8,10,11,16,8,15,13,8,11,11,9,10,16,11,32,62,62,26,32,28,21,27,23,29,23,27,36,33,19,26,16,21,18,16,22,20,21,15,14,19,26,17,17,16,14,18,16,15,22,19,32,20,20,16,15,12,13,7,9,6,5,7,9,16,8,9,6,5,11,9,8,48,34,23,14,6,0,,
Fulwood,E01007861,1502,8,15,18,10,17,12,14,21,19,14,24,18,27,19,19,20,16,17,18,9,9,9,16,11,15,9,13,17,22,11,14,9,22,11,15,17,17,20,21,24,23,25,27,24,16,29,24,24,20,23,23,34,26,38,38,23,32,17,14,15,12,18,21,13,19,14,20,14,21,14,14,15,10,8,16,50,51,29,11,0,0,,
Fulwood,E01007862,2829,11,10,7,9,11,10,7,10,13,14,9,8,8,11,11,4,5,7,450,979,268,98,65,44,26,27,21,22,21,17,20,20,17,18,18,20,9,15,13,9,17,15,9,9,11,18,13,10,13,11,13,12,12,14,16,8,14,12,16,15,11,12,10,4,10,6,10,7,12,11,6,3,13,3,8,33,25,16,9,0,0,,
Fulwood,E01007865,1634,18,20,20,17,26,18,16,17,17,11,16,17,19,14,24,16,17,22,23,18,8,21,26,23,21,23,36,24,29,31,29,16,37,19,35,29,30,29,23,29,31,19,28,24,15,27,23,30,29,21,28,17,24,28,20,20,21,7,20,21,16,9,13,10,11,13,9,12,14,8,10,15,11,11,8,43,40,33,11,0,0,,
Fulwood,E01007956,1493,7,18,13,15,13,17,16,17,20,19,17,22,22,19,14,20,12,14,10,11,4,8,11,6,13,0,9,8,5,12,9,9,8,19,8,15,16,16,32,19,24,23,33,19,23,25,17,17,23,21,23,26,15,20,25,23,30,37,17,25,18,16,22,20,21,22,32,27,27,19,28,16,17,21,25,104,29,14,6,0,0,,
Fulwood,E01007957,1636,12,23,11,29,24,17,18,25,13,27,24,24,24,18,23,23,20,23,16,12,18,11,8,11,9,11,14,14,14,20,20,24,25,17,27,30,29,24,30,23,24,20,24,30,29,15,27,24,29,22,20,29,37,42,26,20,32,19,15,11,19,20,21,19,14,24,19,18,17,9,18,20,13,12,14,60,25,8,6,0,0,,
Fulwood,E01007958,1515,14,15,17,21,21,16,22,21,18,17,19,24,21,22,22,15,19,15,11,12,14,12,13,17,13,9,13,5,12,7,13,15,11,14,12,17,27,13,20,26,20,31,18,20,18,21,19,15,28,18,24,37,35,38,37,26,23,22,21,15,19,17,12,20,12,25,16,15,12,16,12,14,20,16,8,61,47,31,8,3,0,,
Fulwood,E01007959,1505,13,10,14,21,26,23,21,19,22,22,22,30,14,19,21,22,20,28,12,14,14,3,12,13,5,5,8,9,7,10,13,11,14,13,21,15,27,29,31,30,20,22,27,29,27,32,29,27,27,28,23,25,34,28,24,23,26,23,22,17,10,14,11,18,15,16,13,26,13,11,14,11,8,10,11,43,31,23,8,3,0,,
Gleadless Valley,E01007975,1530,18,18,12,12,14,15,13,9,15,20,16,18,17,18,23,23,20,13,20,13,16,16,31,18,25,13,22,19,25,36,31,20,25,19,30,30,24,35,10,28,22,19,11,21,15,14,18,18,20,15,17,15,19,28,18,19,16,22,21,17,22,16,17,22,14,9,21,14,18,14,11,15,14,13,12,58,45,16,11,3,0,,
Gleadless Valley,E01007978,1420,13,12,19,27,17,20,10,25,26,21,24,28,20,20,25,21,23,16,18,11,22,19,21,17,20,20,26,18,31,25,30,23,25,29,41,34,34,32,42,56,23,16,22,15,14,29,27,20,11,21,11,16,12,18,11,12,11,9,7,8,7,8,7,12,10,5,9,10,7,7,0,4,5,7,11,17,8,9,3,0,0,,
Gleadless Valley,E01007979,1621,30,30,11,14,21,25,16,19,22,31,22,23,20,20,28,15,22,13,45,85,36,16,20,7,20,13,13,18,18,15,28,30,31,17,22,32,24,11,18,24,20,20,15,16,12,12,9,17,15,16,9,10,7,11,13,14,19,13,12,10,10,14,14,15,10,15,17,16,15,28,24,18,27,18,14,74,51,28,11,4,3,,
Gleadless Valley,E01007980,1529,26,29,15,18,19,25,22,11,31,23,27,23,23,16,16,19,22,22,18,25,14,12,19,14,17,14,29,29,34,37,44,34,33,36,39,48,33,29,23,39,28,26,16,23,18,27,31,17,20,8,13,14,14,12,12,10,10,6,11,9,10,11,10,8,4,12,9,11,9,8,8,5,6,8,5,19,21,22,8,3,0,,
Gleadless Valley,E01007981,1318,18,21,9,15,12,18,12,15,22,15,15,20,15,17,11,13,10,15,22,25,28,27,25,30,20,18,25,24,24,18,23,20,32,22,37,24,21,17,31,28,22,22,22,15,13,19,14,16,22,24,20,14,10,13,20,14,10,9,6,10,8,11,13,10,5,9,8,12,4,12,10,6,3,6,5,30,21,12,4,0,0,,
Gleadless Valley,E01007983,1465,27,22,18,23,30,21,14,17,23,21,10,19,8,15,12,17,15,20,11,9,8,19,25,28,24,35,29,34,62,36,43,48,40,39,36,28,37,37,32,31,20,16,18,19,19,20,15,12,17,13,8,13,12,13,19,10,10,11,6,9,4,10,8,6,6,15,6,9,4,8,4,6,3,3,7,31,12,11,6,3,0,,
Gleadless Valley,E01007984,1514,17,23,14,26,19,19,18,15,18,26,17,17,23,21,21,23,14,17,20,5,9,11,5,11,13,7,15,23,15,17,27,28,38,32,25,27,29,29,33,33,19,36,31,16,18,16,17,27,12,17,18,15,16,20,23,15,18,25,22,14,20,26,18,12,17,19,11,17,12,11,17,13,10,7,14,34,36,18,3,4,0,,
Gleadless Valley,E01007985,1504,17,17,12,18,24,19,22,19,26,20,22,17,18,16,13,15,10,11,14,9,10,10,11,13,17,17,14,24,19,30,29,26,28,31,30,32,27,34,35,22,30,21,18,23,24,25,12,22,20,14,11,14,23,16,18,14,17,21,15,12,19,14,14,16,9,18,19,12,11,9,16,10,16,11,13,46,30,31,16,6,0,,
Gleadless Valley,E01008075,1515,29,23,26,25,18,22,18,16,25,17,20,26,24,24,21,13,16,28,22,20,21,23,26,19,20,22,21,17,18,27,29,18,30,25,27,20,23,14,20,21,19,16,13,18,17,13,17,16,8,16,15,12,16,8,12,21,17,25,17,10,19,13,10,12,10,9,16,11,11,15,12,24,19,22,10,69,37,13,3,0,0,,
Gleadless Valley,E01008076,1388,14,16,15,20,17,16,29,16,17,19,21,14,17,19,17,18,13,8,16,17,23,20,18,16,12,17,13,16,25,18,20,18,26,17,22,16,24,25,12,13,18,10,21,16,14,11,17,14,15,24,15,14,18,16,18,18,14,18,10,11,13,11,20,15,8,6,16,10,16,17,15,25,21,22,19,71,40,14,4,3,0,,
Gleadless Valley,E01008077,1500,18,15,13,18,17,14,13,18,26,15,29,18,21,20,17,23,10,17,18,15,15,18,13,12,9,12,17,15,18,21,21,20,25,24,14,15,24,24,22,21,16,21,25,26,17,12,19,14,14,22,10,22,16,20,25,19,19,15,22,11,15,20,10,15,12,16,18,27,15,14,14,18,22,21,20,70,48,29,12,4,0,,
Gleadless Valley,E01008078,1370,11,15,6,12,16,13,13,17,15,14,14,11,8,11,16,11,13,16,11,15,13,11,9,17,10,6,7,9,0,13,15,9,13,20,24,13,18,17,15,15,21,20,19,17,26,26,12,20,23,26,20,18,25,30,29,21,25,25,16,17,12,22,18,17,37,19,21,15,14,11,18,17,12,14,17,64,52,28,11,3,0,,
Graves Park,E01007827,1598,13,6,17,13,17,20,16,18,15,10,20,18,11,29,24,16,18,22,23,18,16,19,13,18,8,8,14,10,19,18,19,31,27,21,18,26,24,32,31,29,26,27,18,29,31,27,17,26,21,24,22,21,25,25,39,19,21,23,31,21,22,19,25,21,15,16,16,12,10,13,17,12,8,15,17,45,37,33,4,3,0,,
Graves Park,E01007828,1598,14,23,26,22,24,23,16,20,22,21,23,28,18,14,13,17,22,19,20,10,11,10,16,13,8,10,12,20,21,18,28,32,27,25,32,26,39,42,30,17,24,21,20,20,24,26,12,16,16,9,10,17,20,21,17,15,26,14,13,10,18,17,21,14,16,19,17,21,16,18,26,23,17,19,9,71,42,26,5,0,0,,
Graves Park,E01007829,1436,17,9,15,13,23,23,27,20,10,17,15,9,19,19,13,16,15,9,14,12,18,17,18,16,29,22,14,25,26,34,30,37,41,21,36,43,26,18,31,31,21,14,21,24,28,14,18,13,21,15,12,21,12,14,16,10,19,17,23,12,15,14,13,12,19,11,9,12,7,9,16,7,8,6,3,40,23,9,7,3,0,,
