District,LSOA,All People,Aged under 1 year,Aged 1 year,Aged 2 years,Aged 3 years,Aged 4 years,Aged 5 years,Aged 6 years,Aged 7 years,Aged 8 years,Aged 9 years,Aged 10 years,Aged 11 years,Aged 12 years,Aged 13 years,Aged 14 years,Aged 15 years,Aged 16 years,Aged 17 years,Aged 18 years,Aged 19 years,Aged 20 years,Aged 21 years,Aged 22 years,Aged 23 years,Aged 24 years,Aged 25 years,Aged 26 years,Aged 27 years,Aged 28 years,Aged 29 years,Aged 30 years,Aged 31 years,Aged 32 years,Aged 33 years,Aged 34 years,Aged 35 years,Aged 36 years,Aged 37 years,Aged 38 years,Aged 39 years,Aged 40 years,Aged 41 years,Aged 42 years,Aged 43 years,Aged 44 years,Aged 45 years,Aged 46 years,Aged 47 years,Aged 48 years,Aged 49 years,Aged 50 years,Aged 51 years,Aged 52 years,Aged 53 years,Aged 54 years,Aged 55 years,Aged 56 years,Aged 57 years,Aged 58 years,Aged 59 years,Aged 60 years,Aged 61 years,Aged 62 years,Aged 63 years,Aged 64 years,Aged 65 years,Aged 66 years,Aged 67 years,Aged 68 years,Aged 69 years,Aged 70 years,Aged 71 years,Aged 72 years,Aged 73 years,Aged 74 years,Aged 75 to 79 years,Aged 80 to 84 years,Aged 85 to 89 years,Aged 90 to 94 years,Aged 95 to 99 years,Aged 100 years and over,,
Graves Park,E01007830,1497,12,14,12,13,14,19,24,16,12,22,15,24,19,14,12,19,12,14,13,13,8,11,9,7,12,12,20,13,21,12,17,12,16,21,20,25,24,21,27,24,21,28,22,23,22,19,20,22,16,17,24,12,13,23,27,22,17,17,25,25,18,15,31,12,18,17,16,7,12,24,17,17,13,23,11,66,46,44,27,3,0,,
Graves Park,E01007831,1461,12,13,9,16,13,14,19,16,18,22,11,22,15,21,16,27,21,20,16,16,23,13,22,17,16,19,26,31,20,31,31,27,29,24,20,24,18,22,28,28,29,28,20,17,13,25,24,21,19,22,23,23,25,21,25,18,26,19,12,15,8,15,14,9,8,14,12,7,8,7,13,8,3,5,8,37,28,14,9,3,0,,
Graves Park,E01007832,1550,22,29,15,22,12,18,17,27,17,22,20,21,24,19,25,17,16,16,14,15,15,10,11,19,18,26,25,28,31,27,35,37,32,35,27,28,40,25,27,29,19,28,25,30,21,21,16,23,12,12,18,18,22,20,26,22,14,15,16,9,10,12,12,14,10,13,10,10,8,10,8,13,4,3,10,46,24,25,5,3,0,,
Graves Park,E01007986,1428,18,18,11,17,12,16,12,20,17,17,19,15,15,15,11,14,14,9,11,12,12,9,22,17,23,36,29,38,45,37,37,37,37,34,32,31,26,25,40,23,11,16,19,15,18,14,12,13,12,9,9,9,13,7,18,16,15,20,14,17,10,16,16,15,19,16,8,10,5,9,10,7,7,6,6,36,34,20,9,6,3,,
Graves Park,E01008079,1236,6,8,14,14,9,12,17,11,17,13,24,13,21,18,14,15,15,13,10,8,9,9,8,4,7,9,14,6,12,13,10,8,14,14,15,20,19,22,19,24,20,21,16,29,19,22,16,17,23,20,17,15,23,17,23,16,22,19,26,13,12,14,16,14,14,14,10,12,4,17,10,11,8,18,12,60,40,21,7,0,0,,
Hillsborough,E01007987,1502,11,18,18,14,22,15,32,27,26,33,21,27,22,26,20,28,20,10,14,11,19,12,6,9,17,24,15,17,19,23,27,23,24,31,21,40,25,28,29,43,37,28,30,22,24,21,26,22,25,21,16,15,24,15,29,15,9,16,15,8,14,13,18,5,9,16,9,9,6,14,13,8,10,4,6,18,23,18,4,0,0,,
Hillsborough,E01007988,1439,14,12,11,17,16,11,14,20,20,25,12,16,20,11,14,22,15,15,13,11,13,7,14,7,9,8,14,14,14,20,16,12,16,26,22,15,23,20,22,17,22,31,29,25,19,21,13,19,27,19,15,25,19,30,31,19,18,21,18,20,16,28,17,13,13,16,13,13,15,18,8,15,15,19,17,57,49,23,12,3,0,,
Hillsborough,E01007989,1457,18,15,16,22,11,17,17,17,17,17,23,21,12,16,20,11,14,12,9,18,20,21,16,18,17,23,33,19,29,29,38,32,35,28,29,28,27,23,19,27,26,21,22,17,16,18,14,25,16,18,23,22,24,21,17,17,21,12,13,23,12,7,10,8,13,16,20,16,10,8,8,10,11,10,7,25,27,13,6,0,0,,
Hillsborough,E01007990,1508,9,11,10,9,11,20,15,18,16,20,29,16,23,22,22,21,23,13,10,17,22,11,12,16,13,8,12,14,7,12,23,17,15,18,20,25,22,23,22,24,27,25,24,28,20,19,16,22,12,22,23,16,20,22,22,14,17,22,11,27,14,19,22,29,21,22,19,27,26,15,23,21,20,7,11,62,38,24,5,3,0,,
Hillsborough,E01007991,1558,19,21,12,22,24,27,22,25,29,32,22,22,33,27,27,20,19,23,12,16,18,14,8,10,11,11,9,20,29,16,22,14,23,24,23,19,22,23,29,34,23,12,19,23,22,16,18,22,12,11,19,13,29,12,20,24,21,21,23,15,18,24,15,21,13,13,14,14,15,15,14,16,10,12,11,55,45,19,6,0,0,,
Hillsborough,E01007992,1622,16,26,17,25,25,22,18,24,16,21,23,22,19,22,16,22,21,14,13,17,10,14,14,9,29,24,15,24,33,43,40,29,34,41,32,41,30,28,36,28,22,27,18,21,17,20,20,19,20,11,13,17,16,16,16,17,18,14,18,19,18,17,8,10,12,13,14,15,8,7,16,5,7,8,14,51,45,30,9,3,0,,
Hillsborough,E01007993,1646,11,13,12,21,24,21,15,26,22,24,27,27,32,27,28,24,19,16,12,14,19,14,16,12,15,20,17,19,20,21,21,21,25,23,21,30,15,35,26,35,31,24,26,29,15,16,17,21,20,15,13,19,24,32,24,21,10,15,17,15,16,14,12,23,16,20,13,23,13,17,14,13,14,17,12,74,43,29,16,3,0,,
Hillsborough,E01007994,1497,21,13,28,23,24,18,16,23,16,22,24,19,27,12,17,17,23,23,23,14,14,6,20,20,18,28,23,27,24,25,25,29,33,32,41,29,33,27,22,28,23,33,28,34,27,12,25,20,16,19,16,23,21,22,23,9,16,18,11,13,14,13,9,15,12,10,11,8,8,9,8,3,0,5,7,21,13,12,3,0,0,,
Hillsborough,E01007995,1506,19,20,19,21,21,28,22,20,19,20,11,23,18,15,23,12,10,14,19,13,9,16,20,34,23,25,34,30,43,37,32,36,39,39,37,41,24,33,27,30,31,25,16,15,21,19,18,16,14,18,17,16,17,15,12,12,13,10,15,8,15,17,8,7,10,11,11,13,7,7,0,8,4,4,5,36,23,13,3,0,0,,
Hillsborough,E01007996,1469,14,13,20,22,14,21,13,23,13,23,18,14,14,15,14,14,9,21,9,13,13,23,23,18,18,15,22,27,24,26,28,31,18,25,26,22,22,43,15,31,23,18,18,19,19,13,21,21,11,10,16,8,14,14,25,20,24,21,14,18,15,24,16,12,13,14,12,9,9,10,12,17,15,19,14,38,49,31,6,0,0,,
Hillsborough,E01008089,1487,16,20,24,18,18,30,19,25,33,22,28,27,19,26,24,26,27,12,17,14,12,10,19,16,19,10,19,21,12,19,25,21,33,34,24,32,26,22,25,28,19,27,16,15,23,17,12,14,15,6,15,11,20,17,15,11,11,11,15,14,7,14,13,16,13,17,22,22,19,10,19,10,12,9,12,40,37,11,8,0,0,,
Hillsborough,E01008091,1552,13,19,18,22,22,14,20,24,18,21,28,12,23,24,21,15,25,23,23,22,21,36,23,29,27,20,24,35,33,24,39,32,35,45,31,30,34,39,24,24,31,24,31,38,21,23,16,25,23,13,13,18,12,16,15,13,17,10,9,10,10,9,16,13,8,18,9,6,9,8,6,5,0,4,0,19,14,5,3,0,0,,
Hillsborough,E01008093,1494,20,19,24,11,19,14,15,14,16,13,16,13,13,10,11,18,16,12,14,12,21,25,19,21,20,32,23,33,26,26,26,42,33,41,28,31,27,44,18,25,23,22,20,15,18,15,9,20,9,19,16,13,18,21,19,17,14,21,12,17,12,14,16,14,13,9,12,12,11,16,12,11,10,10,11,45,37,18,9,3,0,,
Manor Castle,E01007878,1624,24,28,21,18,29,20,29,29,20,28,25,25,26,15,30,26,26,15,18,24,20,22,14,21,25,13,19,19,23,22,27,33,26,26,29,26,23,20,27,29,14,16,19,14,27,16,18,18,19,15,11,19,25,17,29,13,22,20,14,17,18,20,26,18,17,19,15,14,12,12,11,14,16,8,6,42,31,15,7,0,0,,
Manor Castle,E01007879,1574,21,12,13,12,12,19,16,14,17,14,18,18,7,17,14,17,15,14,28,57,65,65,43,27,23,31,20,18,30,31,29,16,23,25,17,19,18,21,27,25,13,20,12,26,22,24,20,12,17,19,21,23,11,15,12,12,15,12,9,16,13,11,10,10,12,15,14,11,5,19,19,7,10,15,19,56,51,14,4,0,0,,
Manor Castle,E01007880,1583,21,20,10,14,16,22,13,9,14,20,11,12,14,9,26,6,11,8,24,37,32,37,33,34,39,35,31,39,34,39,27,30,25,27,39,23,22,28,20,32,17,16,18,23,20,16,15,17,16,14,17,14,21,23,19,17,14,23,9,16,12,18,12,15,10,10,15,17,6,8,14,8,5,12,10,51,42,27,3,0,0,,
Manor Castle,E01007882,1506,14,16,14,14,17,13,12,14,15,18,11,20,14,20,15,17,19,15,24,45,61,43,50,29,31,26,24,27,25,23,27,24,22,13,29,10,18,13,21,25,24,16,19,13,19,16,19,20,17,17,27,19,16,20,15,17,14,13,18,10,23,15,16,12,15,16,14,11,11,8,11,14,13,9,4,39,19,14,5,0,0,,
Manor Castle,E01007884,1421,14,12,9,12,13,9,9,18,8,9,12,13,13,11,16,15,6,10,27,61,28,17,36,21,29,24,22,19,37,24,28,24,25,24,23,24,11,24,22,26,23,17,12,16,22,15,6,20,17,9,20,15,13,9,25,11,8,17,15,19,17,16,17,12,13,19,8,15,10,9,14,19,11,10,11,52,41,25,5,3,0,,
Manor Castle,E01007885,1461,18,21,23,29,32,25,33,17,17,26,29,16,17,21,15,14,7,10,21,36,43,40,27,32,26,37,41,30,48,39,32,41,26,34,23,34,20,12,23,23,11,16,15,14,15,13,13,9,17,16,7,16,12,11,13,11,10,8,10,5,12,8,6,13,10,7,10,5,9,10,9,8,6,4,4,18,14,5,3,0,0,,
Manor Castle,E01007886,1608,21,32,21,28,32,34,34,28,35,30,35,30,27,22,25,24,12,15,10,18,34,31,20,23,13,23,20,24,27,22,40,20,39,35,19,30,25,16,29,26,20,13,18,19,13,10,20,16,18,17,18,21,14,14,21,16,17,16,13,14,11,16,16,9,12,9,22,12,14,12,10,15,5,9,13,33,23,6,4,0,0,,
Manor Castle,E01008011,1487,26,22,31,25,24,23,19,20,27,26,31,29,32,28,29,27,28,19,22,22,25,19,18,20,20,19,13,16,23,27,23,26,34,15,26,18,25,21,29,20,20,25,17,21,25,13,12,18,17,12,12,10,24,18,14,13,12,16,12,10,9,9,17,9,12,13,8,10,8,8,9,6,10,8,14,36,21,6,6,0,0,,
Manor Castle,E01008012,1365,26,24,23,25,15,25,19,31,31,21,19,32,22,16,20,17,16,16,16,20,18,21,14,11,11,15,15,14,18,15,27,13,20,21,18,20,23,14,16,23,18,23,21,19,22,13,17,9,14,12,13,12,16,8,12,11,14,13,12,12,13,11,12,16,15,25,18,12,10,19,6,6,7,14,7,60,25,12,5,0,0,,
Manor Castle,E01008013,1489,29,29,27,21,37,22,25,23,25,29,32,28,29,30,23,25,27,23,19,12,17,11,11,20,19,16,21,12,23,20,31,33,17,11,22,21,27,21,22,15,13,20,13,21,21,21,13,8,19,16,12,16,19,22,20,16,16,17,16,16,8,10,10,6,13,9,15,11,11,7,11,9,14,13,10,40,30,19,0,3,0,,
Manor Castle,E01008015,1506,22,8,19,18,15,15,21,18,22,21,18,18,22,15,15,13,20,17,25,15,25,26,19,11,13,14,13,15,25,18,28,18,16,30,21,20,21,13,16,20,17,24,17,16,16,21,15,21,15,16,20,19,11,12,18,20,12,25,12,22,15,22,12,15,15,13,14,13,5,13,11,10,13,23,15,108,75,22,4,0,0,,
Manor Castle,E01008018,1601,15,15,15,32,23,19,27,30,24,24,23,27,27,25,18,27,27,20,15,19,16,13,21,27,21,18,23,23,19,17,23,34,27,26,21,24,31,9,20,29,31,17,26,20,17,18,15,18,24,15,17,18,12,21,20,20,7,16,19,22,15,13,12,13,8,15,6,16,18,14,13,11,19,15,11,74,49,9,3,0,0,,
Mosborough,E01008019,1603,14,25,17,33,25,16,25,24,21,26,21,25,28,28,21,24,23,20,22,19,14,20,15,26,13,27,19,25,23,26,40,29,25,24,23,29,17,26,24,22,17,25,19,16,13,26,10,24,22,27,21,23,24,28,34,27,27,19,28,19,15,19,10,19,9,9,8,9,5,9,7,8,9,7,6,30,22,15,11,3,0,,
Mosborough,E01008020,1532,19,19,17,10,22,14,21,19,29,15,14,17,23,25,19,22,25,25,21,17,18,16,24,26,14,19,25,26,14,25,29,33,19,18,19,33,26,25,20,31,23,29,24,35,30,30,34,24,24,14,12,28,20,15,20,25,15,27,22,15,11,12,13,8,9,9,6,8,10,6,5,9,7,16,8,37,23,9,7,0,0,,
Mosborough,E01008021,1415,19,19,16,20,19,19,22,21,15,22,21,17,22,16,17,14,24,17,21,11,13,11,14,16,10,10,20,14,21,26,30,22,17,21,21,23,33,31,34,34,33,32,39,24,23,26,27,23,23,20,28,24,20,23,25,15,19,16,12,8,18,17,9,11,8,10,7,9,10,4,5,4,5,3,10,18,8,3,3,0,0,,
Mosborough,E01008022,1501,16,15,28,15,19,15,23,20,16,24,14,16,20,24,18,21,14,14,20,16,25,14,15,15,17,17,22,27,23,26,38,27,16,23,22,26,16,23,17,22,15,25,16,17,21,14,25,11,21,19,21,15,17,21,29,19,17,17,19,16,14,18,8,17,10,13,15,8,7,17,10,21,10,12,12,52,46,22,12,3,0,,
Mosborough,E01008023,1605,27,21,29,24,34,35,21,20,13,16,14,15,14,8,12,16,13,18,10,15,13,11,17,19,17,24,43,37,42,52,43,47,54,49,54,40,35,33,41,24,22,26,24,13,19,23,13,16,19,23,27,16,25,24,24,18,15,17,13,13,12,6,8,4,8,17,10,8,8,7,4,8,5,3,3,17,13,4,0,0,0,,
Mosborough,E01008024,1607,16,24,13,16,20,22,22,18,13,18,18,19,23,13,20,16,22,16,19,17,17,10,17,11,23,27,25,36,31,23,32,42,27,30,30,21,32,33,23,31,29,20,27,24,22,23,18,18,21,14,13,15,18,16,21,23,13,18,16,14,17,10,17,19,18,24,20,12,8,14,15,17,18,8,11,51,42,17,0,0,0,,
Mosborough,E01008025,1678,19,20,22,16,26,21,16,19,28,20,24,20,18,15,18,14,16,17,11,16,11,13,11,15,15,19,25,22,25,25,35,34,27,35,29,44,25,24,22,26,23,23,31,25,16,20,22,19,24,21,21,17,9,24,26,34,20,24,27,21,9,22,23,21,19,19,15,10,12,12,18,22,19,16,11,47,45,21,9,3,0,,
Mosborough,E01008026,1455,15,14,9,11,13,9,13,12,8,13,16,10,14,16,19,20,13,17,13,18,18,19,12,16,18,14,14,12,13,19,19,15,19,24,27,21,22,16,27,18,19,14,18,25,20,27,14,20,22,17,32,25,31,36,32,40,31,36,19,23,18,23,28,18,12,20,14,18,11,9,12,10,18,12,18,48,19,7,3,0,0,,
Mosborough,E01008027,1462,17,22,23,13,17,13,17,24,17,24,8,14,18,17,10,19,16,14,15,14,14,9,14,11,17,13,9,16,26,24,27,36,27,17,25,32,27,18,25,20,17,19,14,21,22,19,15,10,16,11,15,20,14,19,29,15,25,18,16,16,19,19,18,16,13,11,9,14,8,13,22,5,15,12,7,61,51,40,16,3,0,,
Mosborough,E01008037,1562,8,13,15,7,17,16,10,8,18,10,11,19,19,22,20,26,21,18,16,21,14,17,17,7,11,5,16,19,9,16,16,18,14,16,17,21,17,19,19,15,19,20,15,25,19,22,19,23,27,20,30,19,35,30,25,19,25,26,25,14,19,21,22,20,25,16,15,20,18,17,25,23,13,17,22,83,74,27,7,3,0,,
Nether Edge,E01008042,1492,22,14,22,12,22,12,16,15,13,20,15,18,16,24,21,18,24,14,17,27,36,35,51,32,30,39,26,28,35,32,29,23,29,31,16,22,17,22,20,36,22,15,15,20,22,20,13,15,20,14,10,9,10,21,12,20,9,9,14,12,12,11,14,16,13,10,13,7,9,11,13,8,6,10,6,33,31,13,3,0,0,,
Nether Edge,E01008043,1514,15,15,18,17,19,17,19,15,14,15,22,15,20,17,26,14,29,17,25,14,12,7,21,10,14,8,18,11,17,10,11,18,20,26,25,27,17,22,31,18,32,30,24,13,21,21,34,24,30,27,22,20,24,17,29,19,16,26,16,14,16,17,18,12,13,12,15,22,8,18,12,13,17,13,16,51,33,25,13,5,0,,
Nether Edge,E01008044,1479,18,18,18,19,17,22,19,15,15,18,12,17,10,17,26,15,14,18,12,10,9,10,19,13,13,10,14,13,16,27,21,21,17,20,20,12,26,19,25,21,24,15,19,17,23,21,24,19,23,22,18,18,17,21,19,20,15,20,18,19,16,9,13,25,17,19,19,25,14,28,15,20,19,20,17,72,37,18,8,0,0,,
Nether Edge,E01008045,1425,25,19,27,13,17,27,20,29,19,20,18,22,22,21,9,19,20,16,16,16,34,22,28,17,14,27,22,25,31,23,26,20,29,20,27,18,23,32,21,29,19,19,22,24,16,20,15,18,16,15,22,21,20,21,16,18,18,10,10,6,9,10,7,9,11,7,6,7,7,7,13,8,3,9,5,24,33,15,3,3,0,,
Nether Edge,E01008046,1514,24,14,10,20,15,15,17,21,18,19,18,16,13,15,11,15,17,9,13,22,36,53,45,34,34,44,43,36,30,42,32,33,34,34,36,38,31,34,29,20,24,16,15,14,18,13,12,18,16,9,17,19,11,11,13,7,13,11,7,10,9,9,7,9,5,10,13,8,10,8,9,13,4,14,4,31,20,11,6,0,0,,
Nether Edge,E01008047,1574,10,10,5,4,4,7,5,8,7,10,13,15,8,8,12,6,10,3,13,47,140,186,145,58,64,44,42,51,36,27,34,34,27,13,27,25,25,13,13,15,24,16,21,8,10,11,12,11,10,11,12,11,10,10,10,3,5,5,6,6,8,9,3,4,10,5,5,3,3,4,8,6,7,7,3,11,16,18,8,0,0,,
Nether Edge,E01008048,1513,15,7,8,9,12,13,12,13,8,8,11,14,14,13,11,12,10,11,13,45,127,175,118,48,50,31,43,27,23,20,20,25,20,22,19,11,14,17,17,13,12,12,15,14,16,9,10,13,13,12,8,17,12,21,19,14,16,9,6,6,6,7,7,6,14,8,8,10,10,4,4,0,3,10,4,21,27,4,4,3,0,,
Nether Edge,E01008049,1611,5,11,7,9,14,13,11,10,8,15,9,12,21,17,13,14,11,13,18,40,57,59,43,23,17,17,20,12,20,18,14,12,10,13,13,15,13,19,19,21,26,12,22,18,14,21,34,19,20,20,28,23,31,27,18,10,20,18,16,15,8,19,16,10,9,13,16,5,10,15,10,10,10,18,14,75,87,81,44,20,3,,
Nether Edge,E01008051,1780,29,17,27,21,23,16,11,28,15,26,18,23,19,27,26,26,21,29,28,44,43,61,63,44,32,41,38,47,54,37,47,41,35,31,41,15,28,31,19,23,20,23,21,17,26,19,15,19,18,16,16,19,14,18,15,12,13,15,11,9,6,7,9,9,11,11,10,6,0,8,7,5,5,6,5,19,26,23,19,7,0,,
Nether Edge,E01008052,1542,23,16,17,13,19,13,20,13,21,22,13,11,12,11,22,17,19,19,23,36,38,47,35,38,32,26,35,23,24,30,39,33,21,29,32,25,21,21,25,22,16,16,20,19,26,17,13,23,19,28,26,26,15,20,21,15,18,12,9,10,8,11,9,8,7,6,10,13,9,12,11,11,3,7,6,26,32,12,12,4,0,,
Richmond,E01007963,1515,17,12,12,15,17,10,17,10,11,16,12,20,18,20,16,14,12,15,16,22,18,18,12,20,9,18,16,16,14,21,27,21,30,17,30,24,19,15,20,20,17,23,21,21,15,20,22,23,19,21,22,18,28,26,30,20,16,22,22,21,14,25,23,25,18,14,13,19,15,13,10,14,16,14,18,52,48,36,14,0,0,,
Richmond,E01007966,1550,18,18,24,19,21,28,28,21,22,19,28,22,22,33,20,25,23,19,22,5,15,14,18,14,11,12,7,20,21,24,21,29,28,26,26,22,31,29,36,32,36,26,19,27,21,27,23,17,14,16,16,17,23,25,14,11,22,11,13,9,21,15,12,14,16,11,11,11,6,15,10,9,3,9,11,54,41,14,7,0,0,,
Richmond,E01007967,1669,23,28,20,22,15,29,15,19,12,21,19,16,22,13,10,11,13,5,11,10,17,10,12,15,10,15,13,21,25,20,20,28,29,23,29,19,23,11,21,16,16,12,16,14,11,14,17,13,19,12,21,20,15,28,22,20,13,17,16,21,15,15,12,10,19,20,18,24,20,15,14,25,20,25,20,164,135,35,12,3,0,,
Richmond,E01007999,1492,10,14,16,12,12,17,15,19,18,19,18,17,28,21,29,29,23,28,24,18,20,21,17,13,16,13,18,14,15,20,16,16,20,18,24,32,26,26,27,19,33,29,32,29,35,32,31,19,20,25,27,29,25,43,27,22,32,22,22,13,14,12,9,12,5,10,11,5,7,6,6,3,7,11,0,28,16,5,0,0,0,,
Richmond,E01008000,1525,14,15,15,16,11,12,19,9,14,15,17,18,11,22,14,13,14,19,18,9,18,11,15,17,17,16,13,16,21,22,28,21,24,30,35,20,23,25,20,16,21,14,19,20,26,15,19,21,17,19,20,15,21,24,18,20,5,21,17,12,19,16,16,17,14,20,7,17,17,7,16,8,16,13,15,69,75,62,31,3,0,,
Richmond,E01008001,1491,13,11,15,20,18,17,20,15,15,22,14,14,12,15,9,18,10,9,5,15,10,8,22,3,10,17,20,19,22,22,21,22,28,25,23,24,20,33,20,32,19,19,25,17,14,20,12,15,11,16,12,18,29,24,22,20,25,22,25,12,10,16,9,12,15,11,19,12,19,12,13,22,18,15,11,85,68,31,25,0,3,,
Richmond,E01008004,1567,12,14,17,13,16,20,23,19,17,12,19,12,15,16,13,17,14,9,11,12,15,24,13,12,11,12,18,16,23,13,14,22,27,23,28,22,23,25,19,22,18,19,18,22,19,13,12,12,13,17,17,31,32,27,21,19,23,19,15,22,22,25,17,25,23,14,18,15,13,21,21,15,13,18,19,89,87,33,7,0,0,,
Richmond,E01008008,1530,14,19,12,14,16,20,15,26,21,15,20,14,15,18,15,12,11,14,11,16,16,12,13,14,26,12,15,19,10,22,26,24,21,17,26,20,16,19,23,25,18,11,13,14,18,18,24,18,13,17,15,11,29,24,20,21,16,25,11,22,28,28,17,21,25,19,21,16,15,23,16,11,12,13,8,82,68,37,15,3,0,,
Richmond,E01008009,1570,31,32,32,42,39,37,40,31,50,39,28,27,33,21,23,17,13,16,13,11,13,27,13,21,12,21,26,31,22,40,24,27,27,24,23,25,25,27,17,23,17,20,17,12,22,9,14,13,12,11,12,12,10,9,15,8,11,15,14,16,11,15,11,10,13,19,6,18,15,11,16,12,11,11,9,37,20,7,3,0,3,,
Richmond,E01008010,1457,29,31,20,19,32,20,19,13,26,25,17,20,26,18,27,15,11,12,14,15,21,20,7,18,11,16,13,28,18,22,17,28,36,14,23,19,23,18,20,23,15,13,26,18,17,11,16,21,12,14,11,17,17,20,31,11,18,15,14,17,17,14,17,19,12,15,10,24,18,13,23,14,10,6,10,47,27,10,10,3,0,,
Shiregreen and Brightside,E01007847,1341,12,12,11,7,14,18,15,21,15,16,20,19,14,20,10,13,16,13,12,21,14,8,18,15,17,22,17,16,17,23,13,11,21,28,20,18,19,25,28,21,20,19,17,18,15,8,18,12,16,15,25,14,22,12,21,18,21,10,18,13,23,21,28,18,22,14,16,13,15,16,20,11,9,8,9,42,32,19,3,0,0,,
Shiregreen and Brightside,E01007850,1621,19,14,27,14,21,21,22,17,27,22,23,19,24,22,20,25,17,23,17,19,21,11,15,17,15,17,18,27,17,32,23,24,26,29,30,28,29,25,27,13,29,26,23,30,21,20,18,22,23,35,12,17,24,26,30,23,19,30,37,26,19,25,26,24,24,17,15,16,10,12,3,7,7,6,7,29,15,8,3,0,0,,
Shiregreen and Brightside,E01007852,1566,18,21,16,18,14,26,23,20,25,28,21,22,26,16,22,18,24,30,17,23,17,21,12,16,17,23,13,17,22,37,37,32,35,33,26,25,38,30,31,27,22,28,23,19,28,24,16,21,27,16,19,17,24,24,19,26,18,10,18,12,20,18,18,9,12,10,6,12,5,3,5,7,7,8,7,23,22,18,8,0,0,,
Shiregreen and Brightside,E01007853,1567,21,17,27,24,16,25,24,20,31,17,22,11,12,28,26,17,13,15,18,14,25,21,14,18,15,22,23,19,24,38,25,35,30,40,40,30,30,29,26,19,29,28,22,21,23,19,18,15,25,23,20,18,19,20,27,27,43,31,21,20,22,21,16,15,13,14,7,14,7,8,4,5,8,3,4,9,4,0,3,0,0,,
Shiregreen and Brightside,E01007854,1301,18,13,24,22,9,30,29,22,22,18,28,21,18,30,23,26,17,26,21,16,14,22,22,17,25,18,14,18,25,17,15,19,31,20,23,20,26,27,22,22,20,20,24,17,17,19,15,15,15,18,11,15,17,14,16,16,6,13,10,11,6,8,16,10,8,8,10,8,5,3,0,11,5,3,5,24,5,7,0,0,0,,
Shiregreen and Brightside,E01007855,1580,28,20,24,27,22,26,28,32,18,20,27,29,19,16,17,18,25,18,21,13,17,24,20,17,23,15,21,15,37,30,39,33,27,31,37,35,38,30,30,25,20,20,29,17,20,22,28,24,23,26,21,19,19,13,23,16,23,11,13,12,10,20,13,11,16,14,11,11,8,11,10,3,3,5,4,22,8,6,3,0,0,,
Shiregreen and Brightside,E01007856,1395,15,24,19,30,22,21,29,27,23,33,30,24,17,15,22,24,22,18,16,16,15,10,12,14,10,11,15,14,18,22,20,18,20,25,25,20,22,18,18,15,24,21,24,14,21,20,17,13,17,13,15,23,14,10,8,7,13,14,15,12,14,16,12,6,10,19,10,14,11,15,14,12,12,8,10,55,23,18,9,0,3,,
Shiregreen and Brightside,E01007857,1609,20,23,30,19,34,21,24,24,22,21,25,20,26,19,31,33,29,16,22,15,21,25,13,13,15,20,12,18,24,25,21,27,27,20,15,16,29,20,26,28,28,22,22,26,22,16,12,17,19,29,14,12,27,19,19,15,19,19,18,13,24,15,20,18,19,15,15,17,7,13,14,8,6,9,8,57,33,27,7,0,0,,
