District,LSOA,All People,Aged under 1 year,Aged 1 year,Aged 2 years,Aged 3 years,Aged 4 years,Aged 5 years,Aged 6 years,Aged 7 years,Aged 8 years,Aged 9 years,Aged 10 years,Aged 11 years,Aged 12 years,Aged 13 years,Aged 14 years,Aged 15 years,Aged 16 years,Aged 17 years,Aged 18 years,Aged 19 years,Aged 20 years,Aged 21 years,Aged 22 years,Aged 23 years,Aged 24 years,Aged 25 years,Aged 26 years,Aged 27 years,Aged 28 years,Aged 29 years,Aged 30 years,Aged 31 years,Aged 32 years,Aged 33 years,Aged 34 years,Aged 35 years,Aged 36 years,Aged 37 years,Aged 38 years,Aged 39 years,Aged 40 years,Aged 41 years,Aged 42 years,Aged 43 years,Aged 44 years,Aged 45 years,Aged 46 years,Aged 47 years,Aged 48 years,Aged 49 years,Aged 50 years,Aged 51 years,Aged 52 years,Aged 53 years,Aged 54 years,Aged 55 years,Aged 56 years,Aged 57 years,Aged 58 years,Aged 59 years,Aged 60 years,Aged 61 years,Aged 62 years,Aged 63 years,Aged 64 years,Aged 65 years,Aged 66 years,Aged 67 years,Aged 68 years,Aged 69 years,Aged 70 years,Aged 71 years,Aged 72 years,Aged 73 years,Aged 74 years,Aged 75 to 79 years,Aged 80 to 84 years,Aged 85 to 89 years,Aged 90 to 94 years,Aged 95 to 99 years,Aged 100 years and over,,
Shiregreen and Brightside,E01008054,1318,19,15,24,18,26,12,29,23,23,35,20,21,23,21,21,20,14,20,16,17,12,22,19,12,13,10,13,17,21,18,16,23,20,20,28,31,20,20,13,11,17,17,17,16,17,10,11,12,12,16,11,11,13,21,11,7,14,15,10,14,9,10,8,18,10,19,9,10,15,14,17,12,12,16,7,36,29,14,5,0,0,,
Shiregreen and Brightside,E01008055,1541,22,21,20,30,28,29,29,26,24,30,34,35,31,25,28,24,22,17,20,14,20,17,17,12,20,22,23,14,25,23,23,24,24,24,25,30,26,31,26,17,28,16,18,17,12,9,12,18,9,20,18,12,9,14,17,15,19,16,12,17,12,10,14,8,14,13,14,11,9,14,11,12,11,7,6,58,25,24,5,3,0,,
Shiregreen and Brightside,E01008057,1489,21,11,20,20,20,28,27,23,23,31,29,21,29,23,27,17,27,16,16,20,17,15,31,20,16,16,15,20,21,28,20,24,29,20,28,22,29,25,25,13,19,22,15,21,19,14,19,11,12,18,13,16,10,18,15,17,13,19,11,13,18,16,8,17,10,18,13,13,14,14,12,16,11,9,6,39,35,14,8,0,0,,
Shiregreen and Brightside,E01008059,1497,24,27,17,22,25,24,18,26,27,20,29,25,24,25,23,13,19,19,17,16,16,18,18,19,18,13,9,26,20,27,22,24,30,26,23,5,29,22,19,27,18,19,24,18,21,25,17,11,16,13,13,18,16,21,22,12,14,20,13,15,15,13,10,13,12,8,10,17,11,16,11,14,14,15,12,48,40,16,5,0,0,,
Shiregreen and Brightside,E01008060,1452,22,22,33,23,25,25,16,21,20,20,32,24,17,25,21,13,23,15,14,19,16,23,26,20,14,25,14,18,17,33,20,17,20,21,20,18,19,31,22,19,27,16,9,15,9,16,17,12,12,12,11,10,16,16,22,11,17,11,15,17,15,11,14,16,12,12,15,18,14,19,20,12,12,9,15,47,31,16,10,0,0,,
Southey,E01008085,1335,13,18,11,16,18,22,18,28,19,19,17,22,20,14,18,13,17,9,20,11,11,12,17,13,9,13,16,12,20,19,19,18,13,29,19,22,13,24,19,20,27,13,21,13,10,19,14,15,16,8,11,17,18,21,15,13,20,11,14,10,14,15,7,9,11,16,13,11,13,10,16,14,15,21,20,78,40,20,5,0,0,,
Southey,E01008086,1501,11,28,30,17,25,26,18,22,33,23,27,23,23,31,17,25,17,23,28,15,21,20,18,9,14,19,12,12,21,24,29,25,22,22,26,32,23,25,20,19,29,23,12,23,9,18,15,22,13,14,16,7,17,13,13,15,13,14,5,11,20,17,20,13,13,21,14,21,13,19,10,10,14,17,10,45,25,17,5,0,0,,
Southey,E01008087,1605,11,9,14,15,11,19,23,15,9,15,16,23,23,11,16,18,21,12,14,15,18,17,15,19,24,27,23,25,41,35,32,25,21,20,26,24,26,23,30,34,27,31,27,30,19,21,27,25,19,18,30,25,23,20,30,25,30,22,23,15,11,16,27,16,17,12,15,14,13,11,17,9,10,12,9,35,30,14,12,3,0,,
Southey,E01008088,1505,10,10,17,12,16,11,16,11,18,20,19,19,21,19,15,15,11,9,19,14,17,13,10,21,25,26,21,23,34,25,32,39,22,20,18,31,24,27,18,22,22,25,19,23,22,17,13,12,20,20,19,20,16,18,33,11,28,25,20,18,11,15,30,28,24,29,12,19,18,14,11,19,14,9,6,38,29,8,0,0,0,,
Southey,E01008090,1576,24,30,13,23,22,31,19,29,21,22,15,22,15,13,21,13,14,14,18,12,19,20,22,15,7,20,25,25,26,24,26,24,23,34,29,26,28,26,24,29,20,18,17,27,23,14,21,17,25,13,13,11,22,20,22,12,16,11,15,12,19,19,18,20,11,11,11,16,19,19,12,13,20,13,13,56,40,30,4,0,0,,
Southey,E01008116,1468,19,14,21,17,22,25,22,33,26,28,22,23,23,26,27,23,20,15,27,28,12,15,16,12,14,15,15,14,19,17,22,26,20,11,17,23,18,6,20,20,30,23,20,23,31,19,19,17,13,19,10,14,18,21,20,20,17,11,12,15,16,21,16,18,6,9,12,9,13,10,12,11,12,11,6,73,39,9,0,0,0,,
Southey,E01008117,1347,11,13,13,14,17,18,16,22,19,11,20,14,19,14,15,21,17,21,14,14,23,11,16,6,14,18,6,17,17,18,17,14,24,19,16,14,25,19,22,13,20,10,14,14,21,12,13,20,17,20,16,13,10,19,28,19,22,27,20,18,12,12,20,15,16,12,15,11,12,18,9,10,12,12,10,66,51,23,6,0,0,,
Southey,E01008118,1488,17,23,13,13,12,18,11,27,25,22,19,26,16,29,26,22,17,19,10,15,20,10,24,17,15,18,14,13,23,26,18,19,31,24,19,28,22,16,29,18,19,27,20,28,20,15,13,17,8,18,13,17,11,22,23,18,21,21,20,20,14,17,16,11,23,22,13,15,17,11,17,20,9,11,11,49,34,17,6,0,0,,
Southey,E01008119,1333,21,16,13,12,21,31,20,24,25,27,19,12,26,16,26,17,20,15,18,21,23,14,15,15,15,16,20,18,15,24,34,21,16,20,17,17,23,20,20,17,28,18,7,11,13,15,13,10,7,14,15,10,14,18,18,14,11,14,14,10,9,12,12,16,9,5,8,3,8,11,6,7,7,8,6,62,47,34,6,3,0,,
Southey,E01008124,1444,31,24,28,20,23,28,24,24,24,15,19,10,20,13,22,17,15,17,22,31,30,41,27,18,18,20,25,33,14,29,19,18,18,22,30,27,18,16,25,19,24,15,20,16,9,18,19,17,16,18,17,13,7,19,10,9,18,10,13,7,17,14,13,14,21,11,17,7,15,12,5,9,7,7,10,42,18,13,3,0,0,,
Southey,E01008125,1489,12,8,10,19,22,13,13,15,26,22,27,20,22,20,20,31,18,23,11,16,16,23,17,18,9,12,11,5,13,20,12,21,26,19,19,24,22,15,22,18,23,17,17,10,13,14,20,14,15,10,22,18,25,31,17,14,18,18,13,20,18,15,18,18,13,15,16,13,12,27,16,23,14,16,22,80,64,19,8,3,0,,
Stannington,E01007997,1543,17,16,21,13,15,16,18,13,16,20,17,20,12,17,17,20,16,16,6,12,8,11,11,4,10,12,9,11,18,15,20,36,23,25,20,27,21,17,22,24,16,26,18,18,18,24,17,17,16,16,19,16,18,27,23,21,22,24,35,19,26,34,24,38,34,30,28,24,22,19,17,13,17,15,19,47,43,15,6,0,0,,
Stannington,E01007998,1592,13,7,15,16,19,10,15,11,17,6,16,15,12,25,12,19,11,12,14,17,13,12,9,11,12,13,14,19,14,24,16,17,17,16,29,21,16,28,20,25,18,22,23,15,21,14,15,11,11,11,13,16,16,10,25,25,23,28,18,24,23,28,23,28,17,20,22,23,25,30,23,21,12,30,22,87,94,57,16,4,0,,
Stannington,E01008126,1548,6,13,10,14,12,13,13,20,27,19,21,26,28,21,19,21,14,13,13,20,12,16,13,5,12,12,5,8,14,15,12,17,22,15,10,22,22,26,23,20,27,29,31,21,27,26,29,22,20,23,26,24,13,35,32,29,41,26,22,22,21,25,27,20,23,20,21,21,21,17,15,17,13,11,13,45,28,18,3,0,0,,
Stannington,E01008127,1507,30,27,15,19,22,17,18,18,17,22,22,25,19,15,16,18,15,21,10,17,11,12,13,12,13,12,10,20,23,26,26,30,32,25,26,23,23,29,31,42,32,25,28,31,22,31,23,13,23,23,24,18,16,29,26,18,21,27,13,22,14,11,15,16,8,15,10,11,13,13,9,10,10,6,5,25,14,12,3,0,0,,
Stannington,E01008128,1454,11,11,22,12,14,15,15,8,14,17,10,16,15,20,14,17,15,22,9,8,14,8,18,10,16,14,16,14,9,10,14,27,16,18,21,17,23,22,21,18,24,21,29,30,23,26,28,22,25,16,27,24,30,29,42,34,31,29,21,24,15,20,16,17,11,8,17,12,14,17,8,14,9,6,11,49,30,20,14,0,0,,
Stannington,E01008129,1378,16,14,11,18,20,14,17,20,21,20,14,18,20,24,16,15,11,16,14,13,14,7,13,6,7,10,8,9,9,9,13,19,18,23,21,25,20,22,22,28,23,21,24,21,18,18,20,15,26,27,16,23,26,20,30,25,20,26,22,19,10,9,9,20,13,15,16,16,12,16,8,12,9,13,11,45,31,23,12,3,0,,
Stannington,E01008130,1542,12,7,12,10,14,14,12,19,14,15,11,23,22,24,21,18,12,11,14,16,13,15,11,13,7,8,14,15,13,7,26,10,18,19,19,25,23,17,14,31,17,21,24,25,28,21,19,15,27,15,19,22,39,33,31,21,35,52,21,25,29,30,24,18,19,25,25,21,17,23,11,11,21,7,16,49,40,19,4,4,0,,
Stannington,E01008131,1626,11,15,19,18,16,23,17,23,17,22,25,15,25,32,19,25,19,28,20,11,12,19,12,11,11,11,10,19,20,24,28,23,19,14,20,31,29,26,27,17,26,21,32,37,31,25,22,28,20,21,27,27,25,33,26,20,19,26,23,17,9,15,20,21,11,14,11,14,20,12,17,12,20,12,19,52,41,13,4,0,0,,
Stannington,E01008132,1511,15,20,24,19,19,14,19,21,23,20,24,24,28,26,24,37,19,23,14,23,14,11,8,8,4,5,8,8,14,23,18,23,17,32,37,26,25,9,32,38,39,31,43,35,34,32,29,29,22,23,21,23,17,25,19,18,23,11,7,10,8,11,18,10,9,18,7,7,11,10,9,7,10,10,12,37,22,5,3,0,0,,
Stannington,E01008133,1521,9,23,13,11,14,11,12,16,15,16,14,14,20,11,11,17,14,12,8,5,10,10,6,7,12,5,14,16,14,20,17,15,20,9,20,12,13,18,21,19,17,23,19,25,16,16,19,15,14,6,14,27,22,23,35,22,40,23,23,19,9,14,21,24,24,25,21,26,24,25,26,31,17,18,11,105,78,36,21,3,0,,
Stannington,E01008152,1456,19,10,15,17,14,16,13,12,17,14,11,20,17,13,13,9,10,12,12,7,7,8,5,11,16,7,11,18,14,17,18,35,23,30,24,30,21,28,32,26,19,21,17,23,25,15,12,19,22,23,15,13,20,17,20,14,22,25,16,25,18,20,23,19,17,24,29,22,22,12,16,20,8,18,11,68,45,26,3,0,0,,
Stannington,E01008158,1564,15,13,18,16,17,17,14,20,25,12,14,23,18,21,15,12,18,11,13,7,11,15,15,17,17,19,30,14,27,18,25,25,29,24,19,24,18,16,17,21,14,17,25,15,28,25,16,26,20,18,19,26,37,27,28,23,31,27,17,18,19,23,20,35,29,12,17,18,17,15,17,14,8,14,11,38,56,16,8,0,0,,
Stannington,E01008160,1445,22,24,15,16,13,17,10,15,20,7,9,13,12,18,18,17,8,12,6,14,17,17,20,16,23,18,21,28,42,40,38,34,24,17,19,18,20,36,26,15,25,23,20,20,22,17,19,16,15,20,14,23,14,28,23,17,18,18,14,11,16,15,19,16,15,11,11,12,10,11,12,10,7,4,9,58,30,16,8,3,0,,
Stocksbridge and Upper Don,E01008136,1373,16,12,21,13,13,22,17,15,14,27,13,16,23,16,12,18,17,14,13,11,14,13,20,7,14,11,8,19,17,21,22,19,20,21,16,21,17,21,20,23,18,27,19,20,23,14,10,22,22,23,23,17,25,23,27,13,28,16,22,10,15,7,15,17,13,22,12,10,7,21,8,11,10,9,8,54,39,20,6,0,0,,
Stocksbridge and Upper Don,E01008140,1454,9,16,20,15,17,21,15,23,19,23,18,10,14,17,13,13,16,16,11,16,13,7,8,7,11,14,19,20,30,29,20,16,21,32,27,20,31,22,20,25,24,24,30,25,19,23,14,12,21,12,20,22,18,24,19,15,20,17,16,13,19,14,26,26,12,14,16,17,12,14,10,13,8,13,11,38,50,32,7,0,0,,
Stocksbridge and Upper Don,E01008142,1487,25,16,18,26,22,13,25,21,16,29,19,23,16,22,19,12,26,11,14,25,22,15,13,18,13,23,20,22,20,17,29,25,21,26,27,16,20,22,16,21,21,22,22,16,14,27,22,11,18,20,24,21,17,20,14,19,12,16,16,12,14,8,11,10,13,11,12,9,10,13,19,18,11,16,19,67,34,17,4,3,0,,
Stocksbridge and Upper Don,E01008143,1538,13,20,21,21,13,19,18,14,11,17,11,18,18,9,19,12,10,11,8,11,7,23,10,19,21,27,27,23,33,27,29,45,28,25,27,29,24,28,27,18,25,18,27,35,24,12,16,17,10,16,20,24,14,32,17,20,19,25,19,16,10,26,13,12,22,17,16,19,6,9,13,6,15,16,16,62,38,16,9,0,0,,
Stocksbridge and Upper Don,E01008144,1525,16,21,15,13,9,19,12,16,13,17,13,19,20,16,20,17,14,17,10,12,17,11,18,10,21,20,25,27,24,28,28,27,35,17,22,22,21,25,18,18,21,16,19,28,23,12,26,16,25,23,22,20,28,29,32,24,28,21,20,20,15,19,14,11,14,8,15,13,17,7,10,13,12,12,6,45,57,34,4,3,0,,
Stocksbridge and Upper Don,E01008145,1565,15,5,18,11,14,13,17,23,23,29,25,26,20,22,27,20,22,21,13,17,13,12,13,13,10,11,13,11,23,11,22,24,18,18,20,18,22,21,28,16,24,20,18,16,20,15,18,17,20,22,18,20,22,21,24,14,23,14,20,29,19,17,19,16,17,16,19,15,18,15,25,21,16,23,17,71,67,27,11,3,0,,
Stocksbridge and Upper Don,E01008146,1380,16,13,22,14,19,15,21,25,16,22,19,18,23,18,11,14,14,13,16,12,9,20,9,11,8,9,9,16,22,16,28,28,30,27,32,23,25,26,29,22,31,24,22,23,8,32,16,12,29,24,16,16,29,28,30,22,38,31,20,19,8,7,12,15,12,11,10,9,9,5,6,3,9,5,9,22,9,3,3,3,0,,
Stocksbridge and Upper Don,E01008147,1498,22,14,12,13,11,19,14,21,18,23,14,13,21,19,15,12,15,16,19,17,14,20,22,9,16,22,13,15,19,20,17,22,25,16,18,20,23,26,30,26,16,24,18,20,20,23,22,23,22,21,27,27,33,34,28,22,28,27,23,24,16,18,13,22,11,8,19,20,10,13,8,11,11,9,9,45,30,19,3,0,0,,
Stocksbridge and Upper Don,E01008148,1593,10,23,20,15,19,20,13,19,28,23,20,20,23,25,18,18,19,16,24,12,16,16,19,8,14,19,19,21,17,22,24,25,15,24,24,22,19,21,23,19,20,30,19,23,22,15,18,24,10,23,19,28,22,26,26,21,31,30,21,21,26,22,19,21,19,20,22,21,14,27,8,22,9,13,9,53,30,14,3,0,0,,
Stocksbridge and Upper Don,E01008149,1603,16,24,17,21,20,14,24,25,19,29,22,22,11,24,17,21,24,18,14,10,14,12,10,16,14,22,14,15,24,26,27,30,25,21,31,26,28,32,26,29,24,27,23,33,25,21,22,16,28,15,23,28,27,26,47,31,33,15,17,24,20,21,18,11,19,15,10,3,7,10,13,14,7,6,13,38,22,14,3,0,0,,
Stocksbridge and Upper Don,E01008150,1476,14,18,14,19,16,10,10,18,21,14,24,12,17,16,10,14,12,14,15,9,12,15,14,13,12,18,17,21,25,21,28,22,30,24,21,24,27,16,18,28,18,17,13,21,21,14,21,18,15,14,16,15,16,28,18,19,18,18,14,20,14,13,13,10,9,18,12,11,11,13,13,10,16,8,16,65,73,61,25,8,0,,
Walkley,E01008065,1474,12,17,17,18,11,11,13,21,9,6,20,14,15,8,11,13,8,12,10,22,24,16,34,19,8,29,21,16,18,15,19,16,17,24,25,26,31,19,20,19,25,15,17,16,11,11,14,13,14,20,16,8,16,15,19,14,18,18,26,19,21,20,16,22,17,19,15,13,15,18,14,17,22,22,13,79,68,43,11,0,0,,
Walkley,E01008068,1522,30,27,33,24,17,25,15,17,20,19,21,10,15,20,12,11,10,12,18,19,35,54,60,26,20,27,32,30,40,37,38,43,35,31,32,24,32,23,18,24,25,10,16,18,11,11,18,11,14,7,11,10,17,13,19,17,11,12,19,10,8,8,12,7,9,16,12,8,8,7,8,4,5,3,10,34,34,10,3,0,0,,
Walkley,E01008072,1385,17,14,19,12,27,12,17,15,17,12,15,14,14,15,18,11,21,15,15,18,22,40,30,29,16,20,33,30,30,28,31,19,17,22,18,18,12,7,24,20,20,17,11,17,17,13,9,13,18,10,14,8,16,17,27,19,11,9,13,16,7,14,13,19,16,13,11,5,11,13,17,10,8,8,9,43,39,35,12,3,0,,
Walkley,E01008151,1602,12,16,9,10,19,8,17,12,15,15,12,17,14,11,17,12,9,14,12,21,73,91,66,59,55,42,34,45,33,53,45,28,32,35,23,34,28,13,24,20,19,23,18,15,19,14,23,20,20,16,12,22,21,15,8,13,10,15,9,4,8,5,5,11,10,6,10,10,10,10,0,5,7,5,6,34,23,12,4,0,0,,
Walkley,E01008153,1627,15,20,15,12,13,14,14,12,16,9,11,13,8,6,8,11,15,10,10,11,36,38,43,35,39,29,39,41,44,38,40,43,42,41,25,34,31,28,31,28,30,26,22,19,16,17,11,11,10,19,21,14,15,23,28,16,19,18,14,19,6,8,18,10,15,12,13,19,14,12,10,10,15,12,14,39,23,29,9,3,0,,
Walkley,E01008154,1488,12,17,12,15,18,14,13,12,7,13,17,15,14,13,14,12,13,14,16,18,27,21,22,16,18,18,32,28,36,14,22,25,27,25,34,25,31,35,22,31,25,21,15,21,24,20,23,19,15,11,17,12,16,23,12,29,20,15,13,11,16,15,13,21,15,19,12,11,12,15,13,10,9,14,11,48,47,30,7,0,0,,
Walkley,E01008155,1550,22,18,16,20,11,10,19,17,13,7,17,15,19,15,12,13,13,12,19,13,30,45,40,37,46,42,45,32,34,37,41,36,35,33,32,36,26,25,29,22,25,17,20,18,16,20,21,15,21,13,12,20,18,17,20,10,19,14,13,6,9,13,13,15,10,10,7,6,8,10,8,6,5,5,3,37,27,15,4,0,0,,
Walkley,E01008156,1564,17,19,13,13,14,14,13,15,18,15,22,13,10,13,12,18,17,20,6,19,10,10,9,11,22,20,29,29,38,32,21,33,35,29,30,38,31,31,39,30,15,19,23,24,30,21,21,27,24,18,24,16,30,28,32,10,24,25,21,17,23,22,25,16,17,15,18,19,11,13,13,12,11,8,6,28,16,11,3,0,0,,
Walkley,E01008157,1591,7,7,16,15,16,11,16,7,15,10,17,12,15,17,11,15,11,13,9,14,9,24,22,11,17,20,17,13,17,23,14,13,17,20,29,17,19,11,21,17,14,14,22,11,12,19,19,15,26,24,23,31,23,18,24,12,21,28,25,14,16,28,25,30,23,19,31,23,25,30,26,21,20,22,17,94,72,41,23,5,0,,
Walkley,E01008161,1655,13,17,17,17,30,14,20,24,16,15,16,17,21,23,17,13,15,10,3,19,15,18,24,25,33,26,43,33,32,51,53,34,35,34,46,39,37,29,18,25,18,28,21,16,16,21,16,13,23,15,14,13,24,27,24,23,25,19,17,15,19,14,19,19,19,11,10,11,10,10,8,12,8,13,14,42,26,12,3,0,0,,
West Ecclesfield,E01007888,1552,20,15,20,25,20,14,13,21,21,27,26,13,32,18,26,18,26,22,21,13,25,11,17,19,22,21,11,17,28,35,25,21,32,33,26,38,38,20,29,23,31,19,31,23,25,35,18,20,27,24,25,28,22,38,39,24,17,19,17,20,16,8,15,8,11,7,8,10,6,3,7,5,3,4,8,14,4,5,3,0,3,,
West Ecclesfield,E01007892,1491,20,16,15,18,21,20,13,18,19,30,21,23,15,20,22,19,24,19,12,27,14,20,17,16,11,15,12,15,27,18,18,22,15,31,22,17,30,16,16,20,15,26,15,22,17,19,26,25,15,14,14,23,25,15,18,12,16,16,21,17,16,10,16,22,14,9,10,12,17,7,17,17,9,9,11,49,65,32,11,3,0,,
West Ecclesfield,E01007893,1620,14,15,17,20,17,19,20,22,18,21,23,25,11,24,24,16,21,18,19,13,8,18,11,15,12,12,23,18,24,27,27,24,28,17,26,27,25,30,24,24,31,29,24,28,33,26,18,26,14,27,23,13,21,35,42,22,28,38,22,16,19,23,23,26,19,15,16,11,15,15,19,9,8,14,6,35,22,9,3,0,0,,
West Ecclesfield,E01007898,1538,13,28,23,26,26,26,24,21,27,28,20,34,20,38,22,24,19,18,17,15,11,14,25,16,18,11,21,25,24,32,27,19,19,34,36,32,32,39,38,45,41,31,35,31,30,30,31,26,24,22,12,21,15,15,17,12,10,17,7,10,5,4,3,6,6,10,4,6,4,7,3,3,3,3,8,17,10,5,7,0,0,,
West Ecclesfield,E01007899,1591,4,14,11,20,13,20,12,15,21,20,18,20,15,21,16,23,29,20,20,15,16,18,19,16,18,13,10,13,14,16,11,15,23,19,22,26,20,25,23,25,27,31,26,23,30,31,25,19,20,30,28,24,32,39,35,28,41,33,25,20,20,22,23,20,29,9,13,19,10,10,17,16,18,4,10,35,26,11,3,0,0,,
West Ecclesfield,E01007900,1682,10,15,22,17,14,20,13,22,15,24,19,19,22,19,25,24,21,12,18,23,18,15,12,19,25,28,14,23,20,34,24,32,27,23,19,18,24,31,27,22,22,21,27,14,15,18,21,21,20,23,14,24,34,33,32,22,24,23,24,20,22,24,21,19,16,16,20,14,11,14,15,18,11,19,16,73,47,22,3,0,0,,
West Ecclesfield,E01007901,1537,13,19,9,16,13,17,11,20,23,17,22,28,22,23,25,22,18,19,13,18,13,14,16,11,17,12,9,15,15,21,17,22,24,20,24,15,21,34,24,20,14,15,15,21,15,19,25,14,14,20,16,14,12,19,25,24,13,16,18,14,14,22,14,18,13,7,25,22,14,15,12,14,16,24,19,93,71,32,13,4,0,,
West Ecclesfield,E01008134,1408,12,12,13,8,13,18,13,14,22,19,18,20,19,12,14,16,12,9,12,8,11,12,6,13,9,8,13,9,11,17,13,16,23,21,23,19,22,29,25,28,20,13,19,14,10,17,21,18,21,25,23,16,15,30,40,16,16,18,17,14,12,21,24,16,24,13,16,27,20,19,15,18,21,15,15,55,40,27,10,5,0,,
West Ecclesfield,E01008141,1498,14,14,17,15,15,12,13,18,17,15,8,19,16,12,16,15,21,16,21,10,12,12,11,14,14,16,15,15,19,15,25,20,19,23,17,29,21,23,28,22,21,27,23,13,24,15,25,20,26,29,29,24,27,25,35,28,29,27,25,25,17,20,23,29,17,20,15,19,10,14,14,12,10,11,10,46,24,11,5,0,0,,
Woodhouse,E01007912,1649,9,14,19,11,22,20,15,27,21,26,22,21,12,18,29,15,15,23,19,19,14,21,16,21,11,10,15,17,17,26,17,32,17,18,28,26,20,24,32,29,26,26,20,25,27,23,27,22,23,25,22,23,25,22,25,19,25,27,20,15,15,13,16,15,13,18,23,9,19,16,17,19,17,9,14,70,49,25,14,3,0,,
Woodhouse,E01007964,1599,11,26,19,12,22,24,18,13,17,15,15,14,17,16,19,17,19,17,20,17,22,21,22,14,15,20,14,21,16,29,26,28,29,28,24,31,25,31,24,23,20,21,14,22,14,24,21,18,21,18,24,23,23,25,17,21,18,18,19,7,13,15,19,18,18,15,14,18,17,15,14,17,16,10,13,76,53,27,7,5,0,,
Woodhouse,E01007965,1712,20,23,30,30,27,28,29,27,40,27,34,33,27,31,27,32,29,25,28,17,13,18,11,10,20,17,11,10,17,17,28,28,29,20,24,34,22,38,22,24,34,30,23,31,22,18,17,11,23,11,13,20,17,18,23,19,16,13,16,14,17,19,16,21,27,32,28,27,29,26,16,14,4,12,7,25,20,3,3,0,0,,
Woodhouse,E01007968,1517,14,20,20,16,21,25,12,19,20,21,27,25,20,26,21,25,20,21,17,13,13,13,11,10,20,16,19,21,25,31,16,19,16,21,26,15,31,14,22,24,18,15,23,24,16,16,11,16,14,19,16,15,12,17,19,22,15,18,9,11,15,20,13,15,8,18,14,14,10,12,11,16,16,16,24,84,56,27,13,3,0,,
Woodhouse,E01007969,1603,11,12,17,13,16,13,20,14,18,28,14,22,22,16,9,17,25,18,19,12,16,17,8,10,9,20,17,16,15,19,24,16,20,19,24,19,33,26,24,31,36,21,24,34,21,20,20,13,17,18,22,25,23,26,33,22,30,18,16,19,17,16,28,21,13,18,13,16,14,16,10,13,16,16,5,61,57,46,21,6,3,,
Woodhouse,E01007970,1484,10,7,10,10,5,0,7,9,5,11,9,9,7,5,4,9,10,11,12,12,12,11,16,6,21,13,17,16,19,19,17,17,16,20,9,13,15,15,11,17,15,20,14,16,15,9,11,14,14,18,10,12,26,22,23,10,11,12,18,18,14,19,33,30,33,27,19,15,17,24,29,19,29,28,27,139,118,67,24,3,0,,
Woodhouse,E01007971,1358,10,11,10,14,13,18,13,13,13,10,18,20,9,13,27,23,14,12,9,6,12,8,11,4,11,7,16,14,12,16,19,24,18,14,23,12,10,18,16,22,16,18,17,13,19,7,19,18,9,11,15,16,11,16,15,25,17,20,17,17,19,18,10,17,18,13,10,16,20,9,12,16,30,20,12,112,82,38,7,0,0,,
Woodhouse,E01007972,1521,12,19,14,13,14,18,21,16,17,21,18,13,19,14,23,20,13,15,15,8,12,13,17,10,10,8,13,22,22,24,24,29,24,23,16,19,32,24,23,28,26,31,23,26,23,18,23,19,24,9,14,18,17,25,24,21,30,27,28,27,28,25,29,31,36,15,21,19,14,17,16,10,13,15,9,31,12,7,4,0,0,,
Woodhouse,E01007973,1519,15,12,12,16,17,20,12,22,14,14,10,14,20,21,18,23,19,12,17,8,10,14,12,13,19,10,16,22,24,23,19,25,32,23,15,28,27,18,17,21,28,31,22,20,19,10,17,17,18,18,17,14,18,26,17,17,19,32,22,23,21,11,23,12,15,17,9,23,11,15,20,16,23,20,16,74,60,16,5,3,0,,
Woodhouse,E01007974,1612,25,27,27,22,29,36,41,31,28,30,19,27,29,22,26,15,27,19,24,20,16,13,16,13,15,14,20,23,29,22,32,36,41,35,40,44,33,37,29,35,33,36,27,31,27,31,18,16,20,18,8,16,16,16,14,13,5,9,19,12,15,15,14,5,5,8,7,12,11,7,6,9,4,6,4,17,11,4,0,0,0,,